Time         Phi1         Phi2         Phi3         Phi4         
8.7516e-4    -9.9994      -9.9987      -9.6221      0.0029       
8.7525e-4    -9.9987      -9.9980      -9.6241      0.0028       
8.7533e-4    -9.9977      -9.9969      -9.6259      0.0028       
8.7542e-4    -9.9963      -9.9956      -9.6275      0.0027       
8.7551e-4    -9.9947      -9.9940      -9.6290      0.0026       
8.7560e-4    -9.9928      -9.9920      -9.6304      0.0026       
8.7569e-4    -9.9905      -9.9898      -9.6316      0.0025       
8.7577e-4    -9.9880      -9.9873      -9.6327      0.0024       
8.7586e-4    -9.9851      -9.9844      -9.6337      0.0023       
8.7595e-4    -9.9820      -9.9813      -9.6346      0.0022       
8.7604e-4    -9.9785      -9.9778      -9.6354      0.0021       
8.7612e-4    -9.9748      -9.9741      -9.6361      0.0020       
8.7621e-4    -9.9707      -9.9700      -9.6368      0.0019       
8.7630e-4    -9.9664      -9.9656      -9.6374      0.0018       
8.7639e-4    -9.9617      -9.9610      -9.6379      0.0017       
8.7648e-4    -9.9567      -9.9560      -9.6383      0.0016       
8.7656e-4    -9.9514      -9.9507      -9.6388      0.0016       
8.7665e-4    -9.9459      -9.9451      -9.6391      0.0015       
8.7674e-4    -9.9400      -9.9393      -9.6395      0.0014       
8.7683e-4    -9.9338      -9.9331      -9.6397      0.0013       
8.7700e-4    -9.9205      -9.9198      -9.6402      0.0011       
8.7718e-4    -9.9061      -9.9053      -9.6406      0.0010       
8.7740e-4    -9.8863      -9.8856      -9.6410      8.6895e-4    
8.7762e-4    -9.8646      -9.8639      -9.6412      7.3758e-4    
8.7795e-4    -9.8286      -9.8279      -9.6413      5.8394e-4    
8.7827e-4    -9.7884      -9.7877      -9.6412      4.7492e-4    
8.7852e-4    -9.7555      -9.7548      -9.6409      4.1555e-4    
8.7871e-4    -9.7292      -9.7285      -9.6406      3.8131e-4    
8.7885e-4    -9.7087      -9.7080      -9.6403      3.5994e-4    
8.7898e-4    -9.6874      -9.6867      -9.6400      3.4227e-4    
8.7907e-4    -9.6738      -9.6731      -9.6398      3.3250e-4    
8.7924e-4    -9.6456      -9.6449      -9.6393      3.1642e-4    
8.7933e-4    -9.6310      -9.6303      -9.6390      3.0954e-4    
8.7942e-4    -9.6162      -9.6155      -9.6387      3.0374e-4    
8.7955e-4    -9.5935      -9.5928      -9.6382      2.9608e-4    
8.7968e-4    -9.5700      -9.5694      -9.6377      2.9010e-4    
8.7987e-4    -9.5337      -9.5331      -9.6368      2.8318e-4    
8.8012e-4    -9.4863      -9.4857      -9.6356      2.7799e-4    
8.8036e-4    -9.4367      -9.4360      -9.6342      2.7550e-4    
8.8051e-4    -9.4046      -9.4039      -9.6333      2.7527e-4    
8.8082e-4    -9.3377      -9.3370      -9.6312      2.7664e-4    
8.8112e-4    -9.2674      -9.2667      -9.6288      2.8031e-4    
8.8143e-4    -9.1936      -9.1930      -9.6262      2.8542e-4    
8.8174e-4    -9.1165      -9.1159      -9.6233      2.9176e-4    
8.8212e-4    -9.0155      -9.0148      -9.6192      3.0062e-4    
8.8250e-4    -8.9092      -8.9085      -9.6146      3.1032e-4    
8.8288e-4    -8.7978      -8.7972      -9.6096      3.2040e-4    
8.8326e-4    -8.6814      -8.6808      -9.6041      3.3077e-4    
8.8364e-4    -8.5600      -8.5594      -9.5980      3.4114e-4    
8.8402e-4    -8.4337      -8.4330      -9.5914      3.5154e-4    
8.8426e-4    -8.3522      -8.3516      -9.5870      3.5791e-4    
8.8450e-4    -8.2690      -8.2683      -9.5824      3.6435e-4    
8.8474e-4    -8.1838      -8.1832      -9.5776      3.7060e-4    
8.8522e-4    -8.0080      -8.0074      -9.5672      3.8312e-4    
8.8569e-4    -7.8251      -7.8245      -9.5559      3.9501e-4    
8.8617e-4    -7.6351      -7.6345      -9.5437      4.0680e-4    
8.8665e-4    -7.4383      -7.4377      -9.5304      4.1790e-4    
8.8712e-4    -7.2347      -7.2342      -9.5162      4.2884e-4    
8.8760e-4    -7.0248      -7.0242      -9.5010      4.3906e-4    
8.8808e-4    -6.8085      -6.8079      -9.4847      4.4909e-4    
8.8855e-4    -6.5860      -6.5855      -9.4673      4.5838e-4    
8.8885e-4    -6.4440      -6.4435      -9.4559      4.6407e-4    
8.8915e-4    -6.2998      -6.2992      -9.4441      4.6949e-4    
8.8945e-4    -6.1533      -6.1528      -9.4318      4.7480e-4    
8.8974e-4    -6.0046      -6.0041      -9.4191      4.7983e-4    
8.9004e-4    -5.8539      -5.8534      -9.4060      4.8475e-4    
8.9064e-4    -5.5463      -5.5458      -9.3784      4.9402e-4    
8.9123e-4    -5.2309      -5.2305      -9.3490      5.0223e-4    
8.9183e-4    -4.9082      -4.9078      -9.3177      5.0990e-4    
8.9243e-4    -4.5787      -4.5782      -9.2846      5.1649e-4    
8.9302e-4    -4.2427      -4.2422      -9.2497      5.2250e-4    
8.9362e-4    -3.9007      -3.9003      -9.2128      5.2742e-4    
8.9421e-4    -3.5533      -3.5529      -9.1741      5.3174e-4    
8.9481e-4    -3.2009      -3.2005      -9.1334      5.3497e-4    
8.9541e-4    -2.8440      -2.8437      -9.0908      5.3758e-4    
8.9600e-4    -2.4832      -2.4828      -9.0463      5.3909e-4    
8.9660e-4    -2.1188      -2.1185      -8.9999      5.3999e-4    
8.9697e-4    -1.8896      -1.8892      -8.9699      5.3976e-4    
8.9734e-4    -1.6593      -1.6590      -8.9392      5.3976e-4    
8.9771e-4    -1.4281      -1.4278      -8.9077      5.3886e-4    
8.9809e-4    -1.1961      -1.1958      -8.8755      5.3817e-4    
8.9846e-4    -0.9635      -0.9632      -8.8425      5.3662e-4    
8.9883e-4    -0.7303      -0.7300      -8.8088      5.3525e-4    
8.9958e-4    -0.2629      -0.2626      -8.7392      5.3103e-4    
9.0032e-4    0.2050       0.2052       -8.6667      5.2535e-4    
9.0107e-4    0.6725       0.6727       -8.5913      5.1854e-4    
9.0181e-4    1.1386       1.1387       -8.5131      5.1028e-4    
9.0256e-4    1.6021       1.6023       -8.4321      5.0091e-4    
9.0330e-4    2.0622       2.0623       -8.3485      4.9014e-4    
9.0405e-4    2.5177       2.5178       -8.2622      4.7829e-4    
9.0479e-4    2.9678       2.9678       -8.1733      4.6510e-4    
9.0554e-4    3.4113       3.4113       -8.0820      4.5088e-4    
9.0628e-4    3.8473       3.8473       -7.9883      4.3538e-4    
9.0675e-4    4.1156       4.1156       -7.9285      4.2503e-4    
9.0721e-4    4.3804       4.3804       -7.8679      4.1460e-4    
9.0768e-4    4.6415       4.6414       -7.8065      4.0340e-4    
9.0814e-4    4.8986       4.8985       -7.7442      3.9214e-4    
9.0907e-4    5.3999       5.3998       -7.6173      3.6832e-4    
9.1000e-4    5.8828       5.8827       -7.4874      3.4248e-4    
9.1094e-4    6.3455       6.3454       -7.3548      3.1583e-4    
9.1187e-4    6.7866       6.7864       -7.2197      2.8732e-4    
9.1280e-4    7.2044       7.2042       -7.0824      2.5818e-4    
9.1373e-4    7.5976       7.5973       -6.9432      2.2738e-4    
9.1466e-4    7.9647       7.9644       -6.8022      1.9614e-4    
9.1524e-4    8.1805       8.1801       -6.7134      1.7549e-4    
9.1641e-4    8.5788       8.5785       -6.5344      1.3518e-4    
9.1757e-4    8.9313       8.9309       -6.3541      9.1890e-5    
9.1873e-4    9.2361       9.2356       -6.1731      4.9771e-5    
9.1990e-4    9.4915       9.4910       -5.9919      5.1094e-6    
9.2106e-4    9.6961       9.6956       -5.8111      -3.7945e-5   
9.2223e-4    9.8489       9.8484       -5.6314      -8.3044e-5   
9.2339e-4    9.9491       9.9485       -5.4533      -1.2608e-4   
9.2455e-4    9.9961       9.9955       -5.2774      -1.7066e-4   
9.2572e-4    9.9897       9.9890       -5.1043      -2.1273e-4   
9.2688e-4    9.9298       9.9291       -4.9346      -2.5585e-4   
9.2804e-4    9.8169       9.8162       -4.7689      -2.9602e-4   
9.2921e-4    9.6515       9.6507       -4.6076      -3.3676e-4   
9.3037e-4    9.4345       9.4337       -4.4513      -3.7415e-4   
9.3095e-4    9.3070       9.3062       -4.3752      -3.9332e-4   
9.3154e-4    9.1671       9.1663       -4.3005      -4.1076e-4   
9.3212e-4    9.0149       9.0141       -4.2273      -4.2896e-4   
9.3270e-4    8.8507       8.8498       -4.1557      -4.4543e-4   
9.3328e-4    8.6746       8.6737       -4.0857      -4.6258e-4   
9.3386e-4    8.4870       8.4861       -4.0173      -4.7799e-4   
9.3445e-4    8.2879       8.2871       -3.9506      -4.9401e-4   
9.3503e-4    8.0779       8.0770       -3.8857      -5.0827e-4   
9.3561e-4    7.8570       7.8561       -3.8227      -5.2307e-4   
9.3619e-4    7.6256       7.6247       -3.7614      -5.3610e-4   
9.3677e-4    7.3840       7.3831       -3.7021      -5.4960e-4   
9.3765e-4    7.0032       7.0023       -3.6167      -5.6741e-4   
9.3808e-4    6.8049       6.8039       -3.5756      -5.7592e-4   
9.3852e-4    6.6014       6.6004       -3.5357      -5.8405e-4   
9.3896e-4    6.3929       6.3920       -3.4970      -5.9174e-4   
9.3939e-4    6.1797       6.1787       -3.4594      -5.9905e-4   
9.3983e-4    5.9618       5.9608       -3.4230      -6.0592e-4   
9.4027e-4    5.7394       5.7384       -3.3878      -6.1239e-4   
9.4070e-4    5.5127       5.5117       -3.3537      -6.1842e-4   
9.4114e-4    5.2819       5.2809       -3.3209      -6.2404e-4   
9.4157e-4    5.0471       5.0461       -3.2892      -6.2920e-4   
9.4201e-4    4.8084       4.8074       -3.2588      -6.3395e-4   
9.4245e-4    4.5662       4.5652       -3.2297      -6.3823e-4   
9.4288e-4    4.3206       4.3196       -3.2017      -6.4209e-4   
9.4332e-4    4.0716       4.0706       -3.1750      -6.4549e-4   
9.4376e-4    3.8197       3.8187       -3.1495      -6.4845e-4   
9.4419e-4    3.5648       3.5638       -3.1253      -6.5094e-4   
9.4463e-4    3.3073       3.3063       -3.1023      -6.5300e-4   
9.4528e-4    2.9164       2.9154       -3.0702      -6.5536e-4   
9.4594e-4    2.5206       2.5196       -3.0409      -6.5636e-4   
9.4627e-4    2.3211       2.3200       -3.0274      -6.5649e-4   
9.4659e-4    2.1205       2.1195       -3.0145      -6.5653e-4   
9.4692e-4    1.9191       1.9181       -3.0023      -6.5615e-4   
9.4725e-4    1.7168       1.7158       -2.9908      -6.5566e-4   
9.4758e-4    1.5139       1.5129       -2.9800      -6.5475e-4   
9.4790e-4    1.3103       1.3093       -2.9699      -6.5374e-4   
9.4823e-4    1.1061       1.1051       -2.9605      -6.5233e-4   
9.4856e-4    0.9015       0.9005       -2.9518      -6.5080e-4   
9.4889e-4    0.6965       0.6954       -2.9438      -6.4887e-4   
9.4921e-4    0.4912       0.4901       -2.9365      -6.4682e-4   
9.4954e-4    0.2856       0.2846       -2.9299      -6.4439e-4   
9.4987e-4    0.0800       0.0790       -2.9240      -6.4183e-4   
9.5019e-4    -0.1256      -0.1266      -2.9187      -6.3889e-4   
9.5052e-4    -0.3312      -0.3322      -2.9141      -6.3582e-4   
9.5077e-4    -0.4853      -0.4863      -2.9111      -6.3322e-4   
9.5101e-4    -0.6393      -0.6403      -2.9085      -6.3066e-4   
9.5126e-4    -0.7932      -0.7942      -2.9062      -6.2778e-4   
9.5150e-4    -0.9468      -0.9478      -2.9043      -6.2494e-4   
9.5175e-4    -1.1003      -1.1013      -2.9028      -6.2179e-4   
9.5200e-4    -1.2535      -1.2545      -2.9016      -6.1866e-4   
9.5224e-4    -1.4064      -1.4073      -2.9009      -6.1524e-4   
9.5249e-4    -1.5589      -1.5599      -2.9004      -6.1184e-4   
9.5273e-4    -1.7111      -1.7121      -2.9004      -6.0815e-4   
9.5298e-4    -1.8629      -1.8638      -2.9007      -6.0447e-4   
9.5316e-4    -1.9764      -1.9774      -2.9011      -6.0149e-4   
9.5335e-4    -2.0897      -2.0906      -2.9018      -5.9860e-4   
9.5353e-4    -2.2027      -2.2036      -2.9026      -5.9547e-4   
9.5371e-4    -2.3154      -2.3163      -2.9037      -5.9242e-4   
9.5390e-4    -2.4278      -2.4287      -2.9049      -5.8915e-4   
9.5408e-4    -2.5398      -2.5408      -2.9063      -5.8596e-4   
9.5422e-4    -2.6236      -2.6246      -2.9075      -5.8338e-4   
9.5436e-4    -2.7073      -2.7082      -2.9089      -5.8091e-4   
9.5450e-4    -2.7907      -2.7917      -2.9103      -5.7826e-4   
9.5470e-4    -2.9154      -2.9164      -2.9126      -5.7440e-4   
9.5481e-4    -2.9776      -2.9786      -2.9138      -5.7230e-4   
9.5496e-4    -3.0707      -3.0716      -2.9158      -5.6977e-4   
9.5506e-4    -3.1287      -3.1296      -2.9172      -5.7108e-4   
9.5511e-4    -3.1576      -3.1586      -2.9178      -5.7725e-4   
9.5516e-4    -3.1866      -3.1875      -2.9186      -5.9795e-4   
9.5519e-4    -3.2082      -3.2092      -2.9191      -6.3664e-4   
9.5522e-4    -3.2245      -3.2254      -2.9196      -6.9529e-4   
9.5524e-4    -3.2367      -3.2376      -2.9200      -7.6834e-4   
9.5526e-4    -3.2458      -3.2468      -2.9204      -8.4890e-4   
9.5527e-4    -3.2549      -3.2559      -2.9208      -9.6315e-4   
9.5528e-4    -3.2618      -3.2627      -2.9211      -0.0010      
9.5529e-4    -3.2686      -3.2696      -2.9215      -0.0012      
9.5531e-4    -3.2789      -3.2798      -2.9222      -0.0015      
9.5533e-4    -3.2891      -3.2901      -2.9231      -0.0019      
9.5534e-4    -3.2943      -3.2952      -2.9236      -0.0021      
9.5535e-4    -3.2994      -3.3003      -2.9242      -0.0024      
9.5536e-4    -3.3045      -3.3055      -2.9249      -0.0028      
9.5536e-4    -3.3083      -3.3093      -2.9254      -0.0031      
9.5537e-4    -3.3122      -3.3131      -2.9260      -0.0034      
9.5538e-4    -3.3180      -3.3189      -2.9271      -0.0040      
9.5539e-4    -3.3266      -3.3275      -2.9290      -0.0050      
9.5540e-4    -3.3331      -3.3340      -2.9306      -0.0059      
9.5541e-4    -3.3363      -3.3373      -2.9315      -0.0063      
9.5541e-4    -3.3395      -3.3405      -2.9324      -0.0069      
9.5542e-4    -3.3444      -3.3454      -2.9340      -0.0077      
9.5543e-4    -3.3517      -3.3526      -2.9366      -0.0091      
9.5545e-4    -3.3608      -3.3617      -2.9403      -0.0110      
9.5547e-4    -3.3699      -3.3708      -2.9444      -0.0130      
9.5548e-4    -3.3790      -3.3799      -2.9491      -0.0152      
9.5550e-4    -3.3881      -3.3890      -2.9542      -0.0175      
9.5551e-4    -3.3972      -3.3981      -2.9598      -0.0198      
9.5552e-4    -3.4028      -3.4038      -2.9634      -0.0212      
9.5554e-4    -3.4114      -3.4123      -2.9691      -0.0233      
9.5554e-4    -3.4156      -3.4166      -2.9721      -0.0243      
9.5555e-4    -3.4220      -3.4230      -2.9767      -0.0258      
9.5556e-4    -3.4252      -3.4262      -2.9791      -0.0265      
9.5557e-4    -3.4316      -3.4325      -2.9839      -0.0280      
9.5558e-4    -3.4380      -3.4389      -2.9888      -0.0293      
9.5559e-4    -3.4443      -3.4453      -2.9938      -0.0306      
9.5560e-4    -3.4507      -3.4517      -2.9989      -0.0318      
9.5562e-4    -3.4635      -3.4644      -3.0095      -0.0341      
9.5563e-4    -3.4698      -3.4708      -3.0149      -0.0351      
9.5565e-4    -3.4794      -3.4803      -3.0231      -0.0365      
9.5566e-4    -3.4866      -3.4875      -3.0294      -0.0374      
9.5568e-4    -3.4955      -3.4965      -3.0373      -0.0385      
9.5569e-4    -3.5045      -3.5054      -3.0454      -0.0394      
9.5572e-4    -3.5179      -3.5188      -3.0576      -0.0405      
9.5573e-4    -3.5263      -3.5272      -3.0653      -0.0410      
9.5576e-4    -3.5430      -3.5440      -3.0810      -0.0419      
9.5578e-4    -3.5535      -3.5544      -3.0908      -0.0422      
9.5580e-4    -3.5692      -3.5701      -3.1058      -0.0426      
9.5582e-4    -3.5810      -3.5819      -3.1171      -0.0426      
9.5585e-4    -3.5986      -3.5995      -3.1341      -0.0425      
9.5588e-4    -3.6118      -3.6127      -3.1469      -0.0423      
9.5590e-4    -3.6250      -3.6259      -3.1598      -0.0420      
9.5592e-4    -3.6382      -3.6391      -3.1728      -0.0416      
9.5597e-4    -3.6646      -3.6655      -3.1988      -0.0406      
9.5601e-4    -3.6910      -3.6919      -3.2249      -0.0393      
9.5606e-4    -3.7173      -3.7182      -3.2510      -0.0379      
9.5611e-4    -3.7501      -3.7511      -3.2838      -0.0361      
9.5617e-4    -3.7830      -3.7839      -3.3165      -0.0342      
9.5624e-4    -3.8239      -3.8248      -3.3575      -0.0318      
9.5631e-4    -3.8648      -3.8657      -3.3984      -0.0295      
9.5640e-4    -3.9158      -3.9167      -3.4496      -0.0267      
9.5649e-4    -3.9667      -3.9675      -3.5006      -0.0241      
9.5662e-4    -4.0427      -4.0436      -3.5769      -0.0206      
9.5675e-4    -4.1185      -4.1194      -3.6529      -0.0175      
9.5695e-4    -4.2317      -4.2326      -3.7664      -0.0137      
9.5720e-4    -4.3722      -4.3731      -3.9074      -0.0099      
9.5751e-4    -4.5464      -4.5472      -4.0820      -0.0064      
9.5782e-4    -4.7189      -4.7197      -4.2548      -0.0039      
9.5813e-4    -4.8895      -4.8903      -4.4258      -0.0022      
9.5851e-4    -5.1003      -5.1010      -4.6370      -7.3383e-4   
9.5900e-4    -5.3594      -5.3601      -4.8967      4.5465e-4    
9.5960e-4    -5.6763      -5.6770      -5.2143      0.0013       
9.6036e-4    -6.0609      -6.0615      -5.5998      0.0018       
9.6111e-4    -6.4318      -6.4324      -5.9717      0.0022       
9.6187e-4    -6.7882      -6.7888      -6.3291      0.0024       
9.6263e-4    -7.1293      -7.1298      -6.6714      0.0025       
9.6338e-4    -7.4543      -7.4547      -6.9977      0.0027       
9.6414e-4    -7.7624      -7.7628      -7.3073      0.0028       
9.6490e-4    -8.0531      -8.0534      -7.5996      0.0029       
